,PolicyholderAgeinyears,IncomeofPolicyholderperannum,Planenrolledyear,YearofMaturity,NumberofPremiumspaidinyears,PremiumPaidtilldate,Totaldelayedmonths,Default
1782,51,210140,2019,2037,4,60000,11,0
1783,36,210140,2021,2039,2,30000,11,0
1784,48,210140,2020,2038,3,45000,11,0
1785,48,210140,2015,2033,8,120000,11,1
1786,64,210140,2019,2037,4,60000,11,0
1787,80,210130,2014,2032,9,135000,13,1
1788,43,210130,2015,2033,8,120000,12,1
1789,56,210130,2019,2037,4,60000,11,0
1790,56,210120,2015,2033,8,120000,11,1
1791,52,210120,2019,2037,4,60000,11,0
1792,56,210120,2014,2032,9,135000,13,1
1793,72,210110,2015,2033,8,120000,11,1
1794,67,210100,2019,2037,4,60000,11,0
1795,42,210100,2021,2039,2,30000,12,0
1796,52,210100,2020,2038,3,45000,11,0
1797,35,210090,2015,2033,8,120000,12,1
1798,30,210090,2019,2037,4,60000,11,0
1799,40,210090,2014,2032,9,135000,13,1
1800,63,210090,2015,2033,8,120000,11,1
1801,68,210080,2019,2037,4,60000,11,0
1802,35,210080,2021,2039,2,30000,13,0
1803,62,210080,2020,2038,3,45000,11,0
1804,62,210080,2015,2033,8,120000,11,1
1805,46,210080,2019,2037,4,60000,11,0
1806,73,210070,2014,2032,9,135000,13,1
1807,64,210070,2015,2033,8,120000,11,1
1808,47,210070,2019,2037,4,60000,12,0
1809,82,210060,2015,2033,8,120000,16,1
1810,39,210060,2019,2037,4,60000,11,0
1811,64,210060,2014,2032,9,135000,13,1
1812,35,210060,2015,2033,8,120000,11,1
1813,42,210060,2019,2037,4,60000,11,0
1814,54,210060,2021,2039,2,30000,11,0
1815,57,210050,2020,2038,3,45000,11,0
1816,72,210050,2015,2033,8,120000,12,1
1817,39,210050,2019,2037,4,60000,12,0
1818,39,210050,2014,2032,9,135000,13,1
1819,45,210050,2015,2033,8,120000,11,1
1820,84,210050,2019,2037,4,60000,11,0
1821,42,210040,2021,2039,2,30000,12,0
1822,68,210040,2020,2038,3,45000,12,0
1823,51,210030,2015,2033,8,120000,11,1
1824,44,210030,2019,2037,4,60000,11,0
1825,53,210030,2014,2032,9,135000,16,1
1826,38,209780,2015,2033,8,120000,11,1
1827,65,209410,2019,2037,4,60000,16,0
1828,35,209310,2015,2033,8,120000,11,1
1829,42,208880,2019,2037,4,60000,11,0
1830,53,208850,2014,2032,9,135000,13,1
1831,34,208540,2015,2033,8,120000,12,1
1832,54,208430,2019,2037,4,60000,16,0
1833,62,208280,2014,2032,9,135000,13,1
1834,58,208220,2015,2033,8,120000,11,1
1835,73,207690,2019,2037,4,60000,11,0
1836,43,207670,2015,2033,8,120000,12,1
1837,55,207650,2019,2037,4,60000,11,0
1838,48,207640,2014,2032,9,135000,13,1
1839,47,207600,2015,2033,8,120000,16,1
1840,35,207570,2019,2037,4,60000,11,0
1841,76,207560,2014,2032,9,135000,13,1
1842,52,207520,2015,2033,8,120000,11,1
1843,43,207520,2019,2037,4,60000,11,0
1844,37,207510,2015,2033,8,120000,11,1
1845,78,207490,2019,2037,4,60000,11,0
1846,42,207480,2014,2032,9,135000,14,1
1847,39,207130,2015,2033,8,120000,11,1
1848,43,207120,2019,2037,4,60000,12,0
1849,52,207070,2014,2032,9,135000,13,1
1850,40,207030,2015,2033,8,120000,11,1
1851,45,207000,2019,2037,4,60000,11,0
1852,35,206690,2015,2033,8,120000,11,1
1853,45,206680,2019,2037,4,60000,11,0
1854,55,206640,2014,2032,9,135000,13,1
1855,36,206520,2015,2033,8,120000,11,1
1856,35,206500,2019,2037,4,60000,11,0
1857,37,206390,2014,2032,9,135000,13,1
1858,56,206290,2015,2033,8,120000,11,1
1859,36,206260,2019,2037,4,60000,11,0
1860,43,206030,2015,2033,8,120000,11,1
1861,44,206010,2019,2037,4,60000,11,0
1862,42,205990,2014,2032,9,135000,13,1
1863,55,205860,2015,2033,8,120000,11,1
1864,62,205520,2019,2037,4,60000,11,0
1865,35,205130,2014,2032,9,135000,13,1
1866,38,205120,2015,2033,8,120000,11,1
1867,74,205110,2019,2037,4,60000,11,0
1868,48,205050,2015,2033,8,120000,13,1
1869,42,205020,2019,2037,4,60000,11,0
1870,63,205020,2014,2032,9,135000,13,1
1871,41,204930,2015,2033,8,120000,11,1
1872,60,204630,2019,2037,4,60000,15,0
1873,47,204470,2019,2037,4,60000,11,0
1874,64,204150,2014,2032,9,135000,14,1
1875,42,204150,2015,2033,8,120000,11,1
1876,64,204130,2019,2037,4,60000,11,0
1877,35,204120,2015,2033,8,120000,11,1
1878,69,204120,2019,2037,4,60000,11,0
1879,48,204070,2014,2032,9,135000,14,1
1880,69,204060,2015,2033,8,120000,12,1
1881,64,204060,2019,2037,4,60000,11,0
1882,33,204050,2014,2032,9,135000,13,1
1883,82,204040,2015,2033,8,120000,11,1
1884,56,204040,2019,2037,4,60000,11,0
1885,42,204040,2015,2033,8,120000,12,1
1886,51,204030,2019,2037,4,60000,11,0
1887,44,203960,2014,2032,9,135000,13,1
1888,35,203620,2015,2033,8,120000,11,1
1889,61,203620,2019,2037,4,60000,11,0
1890,53,203520,2019,2037,4,60000,11,0
1891,62,203400,2014,2032,9,135000,13,1
1892,48,202590,2015,2033,8,120000,11,1
1893,34,202570,2019,2037,4,60000,11,0
1894,54,202550,2015,2033,8,120000,16,1
1895,57,202400,2019,2037,4,60000,11,0
1896,68,202000,2014,2032,9,135000,13,1
1897,55,201940,2015,2033,8,120000,11,1
1898,48,201880,2019,2037,4,60000,11,0
1899,34,201830,2014,2032,9,135000,13,1
1900,50,201800,2015,2033,8,120000,13,1
1901,58,201720,2019,2037,4,60000,11,0
1902,37,201620,2015,2033,8,120000,11,1
1903,43,201450,2019,2037,4,60000,11,0
1904,37,201330,2014,2032,9,135000,13,1
1905,65,201150,2015,2033,8,120000,12,1
1906,33,201150,2019,2037,4,60000,11,0
1907,37,201150,2019,2037,4,60000,12,0
1908,58,201150,2014,2032,9,135000,16,1
1909,70,201140,2015,2033,8,120000,11,1
1910,56,201140,2019,2037,4,60000,13,0
1911,68,201140,2015,2033,8,120000,14,1
1912,30,201140,2019,2037,4,60000,16,0
1913,51,201110,2014,2032,9,135000,13,1
1914,58,201100,2015,2033,8,120000,11,1
1915,50,201080,2019,2037,4,60000,11,0
1916,56,201060,2014,2032,9,135000,13,1
1917,30,201050,2015,2033,8,120000,11,1
1918,66,201040,2019,2037,4,60000,11,0
1919,63,201040,2015,2033,8,120000,11,1
1920,65,201030,2019,2037,4,60000,11,0
1921,42,201010,2014,2032,9,135000,13,1
1922,48,200210,2015,2033,8,120000,16,1
1923,52,200160,2019,2037,4,60000,11,0
1924,61,200160,2021,2039,2,30000,12,0
1925,37,200140,2020,2038,3,45000,11,0
1926,49,200130,2015,2033,8,120000,11,1
1927,57,200130,2019,2037,4,60000,11,0
1928,48,200110,2014,2032,9,135000,13,1
1929,64,200090,2015,2033,8,120000,11,1
1930,56,200090,2019,2037,4,60000,16,0
1931,32,200090,2021,2039,2,30000,12,0
1932,32,200090,2020,2038,3,45000,11,0
1933,55,200080,2015,2033,8,120000,11,1
1934,40,200080,2019,2037,4,60000,16,0
1935,60,200080,2014,2032,9,135000,13,1
1936,45,200070,2015,2033,8,120000,11,1
1937,55,200070,2019,2037,4,60000,13,0
1938,54,200070,2015,2033,8,120000,11,1
1939,31,200060,2019,2037,4,60000,11,0
1940,42,200060,2014,2032,9,135000,13,1
1941,33,200060,2015,2033,8,120000,11,1
1942,40,200050,2019,2037,4,60000,12,0
1943,57,200040,2021,2039,2,30000,12,0
1944,54,200040,2020,2038,3,45000,11,0
1945,58,200030,2015,2033,8,120000,11,1
1946,38,200030,2019,2037,4,60000,11,0
1947,72,200030,2014,2032,9,135000,13,1
1948,35,200020,2015,2033,8,120000,11,1
1949,52,199920,2019,2037,4,60000,12,0
1950,57,199910,2021,2039,2,30000,11,0
1951,53,199650,2020,2038,3,45000,11,0
1952,32,199630,2015,2033,8,120000,11,1
1953,67,199610,2019,2037,4,60000,12,0
1954,65,199550,2014,2032,9,135000,13,1
1955,39,199520,2015,2033,8,120000,11,1
1956,56,199410,2019,2037,4,60000,16,0
1957,42,199300,2015,2033,8,120000,11,1
1958,31,199260,2019,2037,4,60000,11,0
1959,53,198850,2014,2032,9,135000,13,1
1960,44,198710,2015,2033,8,120000,14,1
1961,47,198650,2019,2037,4,60000,12,0
1962,34,198630,2021,2039,2,30000,11,0
1963,51,198430,2020,2038,3,45000,11,0
1964,53,198150,2015,2033,8,120000,12,1
1965,51,198140,2019,2037,4,60000,11,0
1966,34,198130,2014,2032,9,135000,16,1
1967,48,198120,2015,2033,8,120000,11,1
1968,67,198120,2019,2037,4,60000,11,0
1969,47,198120,2021,2039,2,30000,11,0
1970,65,198100,2020,2038,3,45000,11,0
1971,35,198100,2015,2033,8,120000,11,1
1972,83,198090,2019,2037,4,60000,16,0
1973,71,198090,2014,2032,9,135000,13,1
1974,88,198090,2015,2033,8,120000,11,1
1975,35,198090,2019,2037,4,60000,11,0
1976,35,198080,2015,2033,8,120000,11,1
1977,35,198070,2019,2037,4,60000,11,0
1978,54,198030,2014,2032,9,135000,13,1
1979,72,197980,2015,2033,8,120000,11,1
1980,38,197690,2019,2037,4,60000,11,0
1981,62,197600,2014,2032,9,135000,16,1
1982,55,197580,2015,2033,8,120000,12,1
1983,54,197550,2019,2037,4,60000,11,0
1984,63,197540,2015,2033,8,120000,12,1
1985,76,197490,2019,2037,4,60000,11,0
1986,42,197350,2014,2032,9,135000,13,1
1987,67,197340,2015,2033,8,120000,11,1
1988,60,197090,2019,2037,4,60000,12,0
1989,67,196830,2014,2032,9,135000,13,1
1990,35,196770,2015,2033,8,120000,13,1
1991,38,196770,2019,2037,4,60000,11,0
1992,44,196760,2015,2033,8,120000,11,1
1993,74,196650,2019,2037,4,60000,16,0
1994,36,196580,2014,2032,9,135000,16,1
1995,40,196580,2015,2033,8,120000,12,1
1996,35,196560,2019,2037,4,60000,11,0
1997,35,196560,2014,2032,9,135000,13,1
1998,39,196310,2015,2033,8,120000,13,1
1999,76,196260,2019,2037,4,60000,11,0
2000,51,196130,2015,2033,8,120000,11,1
2001,62,196120,2019,2037,4,60000,12,0
2002,56,196080,2014,2032,9,135000,13,1
2003,53,196030,2015,2033,8,120000,11,1
2004,55,195940,2019,2037,4,60000,12,0
2005,39,195930,2014,2032,9,135000,13,1
2006,52,195800,2015,2033,8,120000,11,1
2007,35,195650,2019,2037,4,60000,11,0
2008,63,195340,2015,2033,8,120000,16,1
2009,37,195330,2019,2037,4,60000,16,0
2010,47,195270,2014,2032,9,135000,13,1
2011,31,195150,2015,2033,8,120000,11,1
2012,60,195150,2019,2037,4,60000,11,0
2013,42,195150,2014,2032,9,135000,13,1
2014,57,195140,2015,2033,8,120000,11,1
2015,56,195140,2019,2037,4,60000,11,0
2016,48,195140,2015,2033,8,120000,11,1
2017,31,195130,2019,2037,4,60000,11,0
2018,35,195130,2014,2032,9,135000,13,1
2019,32,195120,2015,2033,8,120000,11,1
2020,35,195110,2019,2037,4,60000,16,0
2021,70,195110,2019,2037,4,60000,16,0
2022,46,195110,2014,2032,9,135000,16,1
2023,63,195110,2015,2033,8,120000,11,1
2024,32,195110,2019,2037,4,60000,11,0
2025,60,195100,2015,2033,8,120000,16,1
2026,64,195100,2019,2037,4,60000,11,0
2027,35,195100,2014,2032,9,135000,16,1
2028,77,195100,2015,2033,8,120000,11,1
2029,37,195090,2019,2037,4,60000,12,0
2030,30,195080,2014,2032,9,135000,13,1
2031,90,195080,2015,2033,8,120000,11,1
2032,43,195070,2019,2037,4,60000,11,0
2033,53,195070,2015,2033,8,120000,11,1
2034,51,195070,2019,2037,4,60000,13,0
2035,56,195060,2014,2032,9,135000,13,1
2036,62,195060,2015,2033,8,120000,11,1
2037,63,195060,2019,2037,4,60000,11,0
2038,64,195060,2019,2037,4,60000,11,0
2039,62,195060,2014,2032,9,135000,13,1
2040,61,195050,2015,2033,8,120000,11,1
2041,43,195050,2019,2037,4,60000,16,0
2042,76,195050,2015,2033,8,120000,11,1
2043,50,195040,2019,2037,4,60000,16,0
2044,41,195040,2014,2032,9,135000,16,1
2045,41,195040,2015,2033,8,120000,11,1
2046,57,195030,2019,2037,4,60000,11,0
2047,58,195030,2014,2032,9,135000,13,1
2048,68,195030,2015,2033,8,120000,11,1
2049,43,195030,2019,2037,4,60000,11,0
2050,66,195030,2015,2033,8,120000,11,1
2051,45,195010,2019,2037,4,60000,11,0
2052,62,194610,2014,2032,9,135000,13,1
2053,45,194600,2015,2033,8,120000,11,1
2054,67,194580,2019,2037,4,60000,11,0
2055,55,194520,2019,2037,4,60000,16,0
2056,51,194480,2014,2032,9,135000,13,1
2057,42,194450,2015,2033,8,120000,11,1
2058,36,194410,2019,2037,4,60000,11,0
2059,42,194250,2015,2033,8,120000,11,1
2060,53,194240,2019,2037,4,60000,13,0
2061,67,194180,2014,2032,9,135000,13,1
2062,40,193990,2015,2033,8,120000,12,1
2063,53,193670,2019,2037,4,60000,11,0
2064,38,193650,2014,2032,9,135000,16,1
2065,59,193600,2015,2033,8,120000,11,1
2066,77,193400,2019,2037,4,60000,11,0
2067,64,193250,2015,2033,8,120000,11,1
2068,35,193030,2019,2037,4,60000,11,0
2069,66,192880,2014,2032,9,135000,13,1
2070,62,192840,2015,2033,8,120000,11,1
2071,51,192810,2019,2037,4,60000,15,0
2072,69,192610,2021,2039,2,30000,11,0
2073,47,192430,2020,2038,3,45000,11,0
2074,52,192330,2015,2033,8,120000,11,1
2075,47,192210,2019,2037,4,60000,11,0
2076,49,192170,2014,2032,9,135000,13,1
2077,47,192150,2015,2033,8,120000,10,1
2078,33,192140,2019,2037,4,60000,11,0
2079,72,192120,2021,2039,2,30000,16,0
2080,44,192110,2020,2038,3,45000,16,0
2081,35,192110,2015,2033,8,120000,11,1
2082,55,192090,2019,2037,4,60000,16,0
2083,55,192090,2014,2032,9,135000,16,1
2084,51,192080,2015,2033,8,120000,11,1
2085,63,192080,2019,2037,4,60000,11,0
2086,48,192080,2015,2033,8,120000,16,1
2087,63,192060,2019,2037,4,60000,12,0
2088,43,192060,2014,2032,9,135000,13,1
2089,62,192040,2015,2033,8,120000,11,1
2090,30,192030,2019,2037,4,60000,11,0
2091,41,191370,2021,2039,2,30000,11,0
2092,44,191350,2020,2038,3,45000,12,0
2093,62,191180,2015,2033,8,120000,11,1
2094,35,191160,2019,2037,4,60000,11,0
2095,43,191130,2014,2032,9,135000,13,1
2096,64,191090,2015,2033,8,120000,11,1
2097,71,191040,2019,2037,4,60000,11,0
2098,66,190670,2021,2039,2,30000,11,0
2099,40,190560,2020,2038,3,45000,11,0
2100,30,190400,2015,2033,8,120000,12,1
2101,47,190120,2019,2037,4,60000,11,0
2102,79,190110,2014,2032,9,135000,13,1
2103,78,190070,2015,2033,8,120000,11,1
2104,59,190070,2019,2037,4,60000,11,0
2105,44,190050,2015,2033,8,120000,11,1
2106,43,190050,2019,2037,4,60000,11,0
2107,35,189760,2014,2032,9,135000,13,1
2108,46,189540,2015,2033,8,120000,11,1
2109,45,189410,2019,2037,4,60000,11,0
2110,58,189140,2021,2039,2,30000,11,0
2111,43,189110,2020,2038,3,45000,11,0
2112,37,189100,2015,2033,8,120000,11,1
2113,70,189100,2019,2037,4,60000,12,0
2114,57,189100,2014,2032,9,135000,13,1
2115,70,189090,2015,2033,8,120000,11,1
2116,58,189080,2019,2037,4,60000,11,0
2117,56,189070,2021,2039,2,30000,16,0
2118,51,189070,2020,2038,3,45000,12,0
2119,50,189060,2015,2033,8,120000,11,1
2120,76,189060,2019,2037,4,60000,11,0
2121,52,189030,2014,2032,9,135000,13,1
2122,51,189030,2015,2033,8,120000,11,1
2123,53,189010,2019,2037,4,60000,11,0
2124,39,189000,2015,2033,8,120000,12,1
2125,82,188940,2019,2037,4,60000,11,0
2126,49,188630,2014,2032,9,135000,15,1
2127,40,188630,2015,2033,8,120000,11,1
2128,55,188480,2019,2037,4,60000,11,0
2129,40,188140,2014,2032,9,135000,16,1
2130,65,187970,2015,2033,8,120000,11,1
2131,72,187690,2019,2037,4,60000,11,0
2132,66,187650,2015,2033,8,120000,11,1
2133,34,187640,2019,2037,4,60000,11,0
2134,41,187630,2014,2032,9,135000,13,1
2135,49,187620,2015,2033,8,120000,11,1
2136,42,187610,2019,2037,4,60000,11,0
2137,64,187610,2014,2032,9,135000,13,1
2138,35,187600,2015,2033,8,120000,11,1
2139,65,187590,2019,2037,4,60000,11,0
2140,53,187590,2015,2033,8,120000,11,1
2141,85,187590,2019,2037,4,60000,11,0
2142,65,187590,2014,2032,9,135000,13,1
2143,70,187580,2015,2033,8,120000,16,1
2144,51,187580,2019,2037,4,60000,11,0
2145,41,187580,2014,2032,9,135000,13,1
2146,68,187570,2015,2033,8,120000,16,0
2147,48,187560,2019,2037,4,60000,16,0
2148,53,187560,2015,2033,8,120000,11,1
2149,61,187560,2019,2037,4,60000,11,0
2150,45,187560,2014,2032,9,135000,13,1
2151,39,187540,2015,2033,8,120000,12,1
2152,44,187540,2019,2037,4,60000,11,0
2153,56,187540,2014,2032,9,135000,13,1
2154,37,187540,2015,2033,8,120000,16,1
2155,41,187530,2019,2037,4,60000,11,0
2156,71,187510,2015,2033,8,120000,11,1
2157,62,187380,2019,2037,4,60000,11,0
2158,55,187140,2014,2032,9,135000,13,1
2159,60,187100,2015,2033,8,120000,11,1
2160,45,187020,2019,2037,4,60000,11,0
2161,61,186870,2014,2032,9,135000,13,1
2162,50,186600,2015,2033,8,120000,11,1
2163,40,186370,2019,2037,4,60000,11,0
2164,54,186150,2015,2033,8,120000,11,1
2165,59,186150,2019,2037,4,60000,11,0
2166,46,186150,2014,2032,9,135000,13,1
2167,69,186090,2015,2033,8,120000,11,1
2168,52,186090,2019,2037,4,60000,11,0
2169,44,186080,2019,2037,4,60000,11,0
2170,63,186080,2014,2032,9,135000,13,1
2171,66,186080,2015,2033,8,120000,11,1
2172,58,186080,2019,2037,4,60000,11,0
2173,42,186060,2015,2033,8,120000,11,1
2174,39,186050,2019,2037,4,60000,11,0
2175,36,186040,2014,2032,9,135000,13,1
2176,46,186040,2015,2033,8,120000,11,1
2177,57,186030,2019,2037,4,60000,11,0
2178,58,185990,2014,2032,9,135000,13,1
2179,46,185940,2015,2033,8,120000,13,1
2180,35,185860,2019,2037,4,60000,11,0
2181,54,185810,2015,2033,8,120000,16,1
2182,59,185730,2019,2037,4,60000,12,0
2183,63,185640,2014,2032,9,135000,13,1
2184,45,185610,2015,2033,8,120000,11,1
2185,60,185140,2019,2037,4,60000,11,0
2186,39,185130,2019,2037,4,60000,11,0
2187,41,185110,2014,2032,9,135000,13,1
2188,43,185070,2015,2033,8,120000,16,1
2189,45,185070,2019,2037,4,60000,12,0
2190,52,184950,2015,2033,8,120000,11,1
2191,47,184860,2019,2037,4,60000,11,0
2192,64,184730,2014,2032,9,135000,13,1
2193,37,184620,2015,2033,8,120000,16,1
2194,48,184610,2019,2037,4,60000,12,0
2195,48,184600,2014,2032,9,135000,13,1
2196,52,184580,2015,2033,8,120000,11,1
2197,37,184550,2019,2037,4,60000,11,0
2198,66,184470,2015,2033,8,120000,11,1
2199,35,184250,2019,2037,4,60000,9,1
2200,53,184130,2014,2032,9,135000,16,1
2201,43,184110,2015,2033,8,120000,12,1
2202,41,184020,2019,2037,4,60000,9,1
2203,70,184020,2019,2037,4,60000,12,0
2204,61,183950,2014,2032,9,135000,13,1
2205,69,183900,2015,2033,8,120000,12,1
2206,54,183810,2019,2037,4,60000,11,0
2207,64,183800,2015,2033,8,120000,12,1
2208,53,183770,2019,2037,4,60000,11,0
2209,45,183720,2014,2032,9,135000,13,1
2210,45,183620,2015,2033,8,120000,11,1
2211,41,183610,2019,2037,4,60000,11,0
2212,45,183520,2014,2032,9,135000,13,1
2213,51,183440,2015,2033,8,120000,13,1
2214,30,183320,2019,2037,4,60000,11,0
2215,56,183140,2015,2033,8,120000,11,1
2216,73,183130,2019,2037,4,60000,11,0
2217,59,183110,2014,2032,9,135000,13,1
2218,35,183100,2015,2033,8,120000,11,1
2219,52,183080,2019,2037,4,60000,11,0
2220,52,183050,2021,2039,2,30000,11,0
2221,63,183030,2020,2038,3,45000,11,0
2222,65,182870,2015,2033,8,120000,13,1
2223,75,182630,2019,2037,4,60000,11,0
2224,66,182620,2014,2032,9,135000,13,1
2225,56,182600,2015,2033,8,120000,12,1
2226,59,182600,2019,2037,4,60000,11,0
2227,30,182580,2021,2039,2,30000,11,0
2228,55,182570,2020,2038,3,45000,11,0
2229,48,182560,2015,2033,8,120000,11,1
2230,62,182550,2019,2037,4,60000,11,0
2231,41,182440,2014,2032,9,135000,14,1
2232,55,182020,2015,2033,8,120000,12,1
2233,71,182020,2019,2037,4,60000,11,0
2234,61,181620,2015,2033,8,120000,11,1
2235,40,181440,2019,2037,4,60000,11,0
2236,68,181360,2014,2032,9,135000,13,1
2237,57,181170,2015,2033,8,120000,11,1
2238,62,181080,2019,2037,4,60000,11,0
2239,54,181010,2021,2039,2,30000,11,0
2240,46,180950,2020,2038,3,45000,11,0
2241,46,180940,2015,2033,8,120000,11,1
2242,44,180830,2019,2037,4,60000,11,0
2243,47,180630,2014,2032,9,135000,13,1
2244,48,180570,2015,2033,8,120000,12,1
2245,47,180510,2019,2037,4,60000,11,0
2246,65,180350,2021,2039,2,30000,11,0
2247,54,180260,2020,2038,3,45000,11,0
2248,74,180160,2015,2033,8,120000,11,1
2249,77,180150,2019,2037,4,60000,13,0
2250,60,180150,2014,2032,9,135000,13,1
2251,32,180150,2015,2033,8,120000,16,1
2252,68,180150,2019,2037,4,60000,12,0
2253,47,180150,2015,2033,8,120000,11,1
2254,64,180150,2019,2037,4,60000,11,0
2255,65,180150,2014,2032,9,135000,16,1
2256,33,180150,2015,2033,8,120000,11,1
2257,49,180150,2019,2037,4,60000,11,0
2258,47,180150,2021,2039,2,30000,11,0
2259,40,180150,2020,2038,3,45000,11,0
2260,82,180150,2015,2033,8,120000,11,1
2261,60,180150,2019,2037,4,60000,12,0
2262,35,180150,2014,2032,9,135000,13,1
2263,40,180140,2015,2033,8,120000,16,1
2264,45,180140,2019,2037,4,60000,10,0
2265,84,180140,2021,2039,2,30000,11,0
2266,67,180130,2020,2038,3,45000,11,0
2267,71,180130,2015,2033,8,120000,11,1
2268,66,180130,2019,2037,4,60000,11,0
2269,56,180130,2014,2032,9,135000,13,1
2270,37,180120,2015,2033,8,120000,11,1
2271,71,180120,2019,2037,4,60000,11,0
2272,39,180120,2015,2033,8,120000,11,1
2273,38,180120,2019,2037,4,60000,12,0
2274,66,180120,2014,2032,9,135000,13,1
2275,81,180110,2015,2033,8,120000,16,1
2276,66,180110,2019,2037,4,60000,11,0
2277,54,180110,2014,2032,9,135000,16,1
2278,41,180110,2015,2033,8,120000,13,1
2279,55,180110,2019,2037,4,60000,13,0
2280,59,180110,2015,2033,8,120000,11,1
2281,68,180100,2019,2037,4,60000,13,0
2282,53,180100,2014,2032,9,135000,13,1
2283,48,180100,2015,2033,8,120000,12,1
2284,46,180100,2019,2037,4,60000,11,0
2285,42,180100,2014,2032,9,135000,13,1
2286,37,180090,2015,2033,8,120000,12,1
2287,72,180090,2019,2037,4,60000,11,0
2288,32,180090,2015,2033,8,120000,11,1
2289,45,180090,2019,2037,4,60000,11,0
2290,47,180090,2014,2032,9,135000,13,1
2291,32,180090,2015,2033,8,120000,11,1
2292,53,180090,2019,2037,4,60000,11,0
2293,56,180080,2014,2032,9,135000,13,1
2294,55,180080,2015,2033,8,120000,11,1
2295,41,180080,2019,2037,4,60000,11,0
2296,50,180080,2015,2033,8,120000,12,1
2297,72,180080,2019,2037,4,60000,11,0
2298,30,180080,2014,2032,9,135000,16,1
2299,63,180080,2015,2033,8,120000,11,1
2300,54,180080,2019,2037,4,60000,11,0
2301,60,180080,2014,2032,9,135000,13,1
2302,63,180080,2015,2033,8,120000,11,1
2303,55,180080,2019,2037,4,60000,12,0
2304,53,180080,2015,2033,8,120000,11,1
2305,32,180070,2019,2037,4,60000,11,0
2306,50,180070,2014,2032,9,135000,13,1
2307,73,180070,2015,2033,8,120000,11,1
2308,42,180070,2019,2037,4,60000,11,0
2309,47,180070,2014,2032,9,135000,13,1
2310,55,180070,2015,2033,8,120000,11,1
2311,79,180070,2019,2037,4,60000,11,0
2312,54,180070,2015,2033,8,120000,11,1
2313,71,180060,2019,2037,4,60000,11,0
2314,88,180060,2014,2032,9,135000,13,1
2315,58,180060,2015,2033,8,120000,12,1
2316,66,180060,2019,2037,4,60000,11,0
